iter	MAE
295	0.3532424053
296	0.3530079337
297	0.3528697346
298	0.3526679367
299	0.3524986256
300	0.3518650431
301	0.3515354628
302	0.3513215663
303	0.3511223595
304	0.3509846796
305	0.3507691124
306	0.3506568982
307	0.3504166621
308	0.3502156303
309	0.349566686
310	0.3492007263
311	0.349060261
312	0.3488215483
313	0.3485675654
314	0.3481109842
315	0.3477158442
316	0.3474941503
317	0.3471786401
318	0.3468091841
319	0.3461339902
320	0.3460407304
321	0.345948924
322	0.3451793156
323	0.3446197751
324	0.3438851519
325	0.3436183283
326	0.3431992624
327	0.343130188
328	0.3428831078
329	0.3426087878
330	0.3425205208
331	0.3422039234
332	0.3419012497
333	0.3417312079
334	0.3415674007
335	0.3415167879
336	0.341266435
337	0.3409130459
338	0.3407185416
339	0.3403877399
340	0.3401770818
341	0.3400447096
342	0.3396546046
343	0.3393509366
344	0.3390304281
345	0.3388253742
346	0.3384014991
347	0.3381543296
348	0.3378781069
349	0.3376863964
350	0.3375444166
351	0.3374062862
352	0.3369159954
353	0.33662927
354	0.3364424251
355	0.3363134956
356	0.336035533
357	0.3359865989
358	0.3357719122
359	0.3355770071
360	0.335443366
361	0.3352901514
362	0.335114659
363	0.3348730048
364	0.3346784116
365	0.334575423
366	0.3344197281
367	0.3339550965
368	0.3339135327
369	0.333765022
370	0.3335133742
371	0.3333739705
372	0.3332900705
373	0.3331237445
374	0.3328260391
375	0.3325920895
376	0.3324247672
377	0.3319865934
378	0.3318078883
379	0.3316302169
380	0.3315097035
381	0.3313475584
382	0.3311951157
383	0.3309731534
384	0.3306273302
385	0.3305441939
386	0.3303571609
387	0.3299769413
388	0.3295762735
389	0.3293188541
390	0.329091948
391	0.3290120709
392	0.3289009375
393	0.3288381465
394	0.3285894232
395	0.3284927436
396	0.3282613153
397	0.3281678542
398	0.3277456676
399	0.3273265277
400	0.3271179525
401	0.3268594603
402	0.3265260779
403	0.3263920921
404	0.3261746078
405	0.3260473952
406	0.3259052916
407	0.3257844841
408	0.3256307582
409	0.3253215846
410	0.3252224359
411	0.3250310029
412	0.3248898735
413	0.3248637681
414	0.3245579326
415	0.3244681873
416	0.3242188098
417	0.3240762378
418	0.3237223172
419	0.3233741166
420	0.3230947128
421	0.3229219278
422	0.3228314433
423	0.322753102
424	0.3224712381
425	0.3222303248
426	0.3220694721
427	0.321987494
428	0.3217103697
429	0.3216675253
430	0.3216273039
431	0.3212496717
432	0.3210619081
433	0.3209541234
434	0.3205448506
435	0.3204760211
436	0.3203450342
437	0.3198403063
438	0.3196757033
439	0.3194946921
440	0.3193896046
441	0.3192740385
442	0.3189019856
443	0.3187419112
444	0.3186095287
445	0.3184455674
446	0.3182229934
447	0.3181469115
448	0.3180719539
449	0.3180234233
450	0.3179833808
451	0.3178655867
452	0.3177403839
453	0.3174683443
454	0.3172499251
455	0.3168901676
456	0.3168428172
457	0.3167248244
458	0.3166102361
459	0.3164793034
460	0.3163785274
461	0.316273252
462	0.316012725
463	0.3159117174
464	0.3158511445
465	0.315749584
466	0.3156474145
467	0.3153689
468	0.3153019445
469	0.3150659077
470	0.3149960128
471	0.3149054511
472	0.3147892468
473	0.3146023197
474	0.3144801066
475	0.3143885869
476	0.3142708746
477	0.3141118543
478	0.3140446347
479	0.3139868584
480	0.313717389
481	0.3134990578
482	0.3132782584
483	0.3131470339
484	0.3129574906
485	0.3127185717
486	0.3126519696
487	0.3125814201
488	0.3124088261
489	0.3123720135
490	0.3122048234
491	0.3118604721
492	0.3117528203
493	0.3116435942
494	0.311563638
495	0.3114524144
496	0.3113515287
497	0.3111154366
498	0.3109477055
499	0.3108432999
500	0.3103669536
501	0.3100989648
502	0.3100057457
503	0.3097898724
504	0.3094332056
505	0.3093086411
506	0.3090822256
507	0.3088870078
508	0.3087925658
509	0.308637446
510	0.3084971972
511	0.3083256885
512	0.3081325635
513	0.3080676344
514	0.3078973775
515	0.3077932577
516	0.3076586324
517	0.3072656666
518	0.3071019679
519	0.3070573837
520	0.3069808429
521	0.3068764419
522	0.3067902897
523	0.3066688723
524	0.306449175
525	0.306372768
526	0.3062655091
527	0.3059688007
528	0.3058810296
529	0.3056319788
530	0.3055250351
531	0.3053373168
532	0.3051846269
533	0.3051470675
534	0.3049986257
535	0.3048857897
536	0.3047129513
537	0.3045286659
538	0.3041855685
539	0.3040925809
540	0.303922067
541	0.3038083824
542	0.3036831692
543	0.3035912093
544	0.3035401496
545	0.3034485663
546	0.303279823
547	0.3030301444
548	0.3028815062
549	0.3028271541
550	0.3027666798
551	0.3026062899
552	0.3024266878
553	0.3021486866
554	0.3020627639
555	0.3019661239
556	0.3018612639
557	0.3016063998
558	0.3013237381
559	0.3011688873
560	0.3010190914
561	0.3008682189
562	0.3006562793
563	0.300160706
564	0.2997059742
565	0.2994833627
566	0.2993281559
567	0.2991246754
568	0.2988955589
569	0.2985709206
570	0.298317321
571	0.2982294874
572	0.2980573142
573	0.2977947125
574	0.2977374882
575	0.2974599633
576	0.2973254432
577	0.2969798825
578	0.2968567599
579	0.2967909081
580	0.29671314
581	0.2965827535
582	0.2964919596
583	0.2964088278
584	0.2960653254
585	0.2958690254
586	0.2956485286
587	0.2954946294
588	0.2952143459
589	0.2950767458
590	0.2950012398
591	0.2945665058
592	0.294495316
593	0.2943371347
594	0.2942221199
595	0.2940329282
596	0.2939570823
597	0.2938075112
598	0.2935976562
599	0.2933797145
600	0.2932627881
601	0.2931872421
602	0.2930256083
603	0.2928832636
604	0.2927222915
605	0.2925513145
606	0.2924647104
607	0.2922889425
608	0.2921024449
609	0.2919372153
610	0.2918789089
611	0.2917147185
612	0.2916383757
613	0.2915621238
614	0.2912929681
615	0.2912439125
616	0.2910241263
617	0.2907006376
618	0.2906877619
619	0.2904047337
620	0.2903116037
621	0.2901117536
622	0.2899231712
623	0.289833895
624	0.2897534422
625	0.2896815852
626	0.2894218804
627	0.2892378387
628	0.2892033595
629	0.2889384917
630	0.288796568
631	0.2886435517
632	0.2884586697
633	0.2884111681
634	0.2882432891
635	0.2881524902
636	0.288074776
637	0.2877275614
638	0.2875704673
639	0.2873745653
640	0.2873049635
641	0.2872381108
642	0.287165704
643	0.2870178597
644	0.2869218006
645	0.2866780418
646	0.2865393564
647	0.2864406796
648	0.2863276523
649	0.2860886745
650	0.2857810186
651	0.2856888564
652	0.2855549492
653	0.2854880717
654	0.2852141774
655	0.2851898258
656	0.2850692066
657	0.28489469
658	0.2848045252
659	0.284683055
660	0.2845895555
661	0.2845244713
662	0.2844687133
663	0.2844175573
664	0.2843052085
665	0.2842705748
666	0.2841729903
667	0.2841329352
668	0.2841019276
669	0.2840454648
670	0.2839765426
671	0.2838965078
672	0.2838281883
673	0.2837625332
674	0.2836994835
675	0.2836573659
676	0.2835669401
677	0.2834252845
678	0.2832991681
679	0.283226892
680	0.2831628887
681	0.283060663
682	0.2830030199
683	0.2829501593
684	0.2829192256
685	0.2828187926
686	0.2827187275
687	0.2824975624
688	0.2823972155
689	0.2822109188
690	0.2820864533
691	0.2820055837
692	0.2818035477
693	0.2815706113
694	0.281516872
695	0.2813894452
696	0.2812013518
697	0.281182933
698	0.2808884122
699	0.2807861109
700	0.2807210231
701	0.2806660608
702	0.2805711451
703	0.2804045185
704	0.2801718527
705	0.2799819456
706	0.2799027822
707	0.2797680391
708	0.2795051179
709	0.2794481758
710	0.2793840416
711	0.2793177578
712	0.2792620075
713	0.2790146082
714	0.2789638151
715	0.2788607029
716	0.278598308
717	0.2785345202
718	0.2784656864
719	0.2784257681
720	0.2783123033
721	0.2782258674
722	0.2781592565
723	0.2780892145
724	0.2779224185
725	0.2777562683
726	0.277669812
727	0.277622793
728	0.2774720775
729	0.2773434587
730	0.2771056067
731	0.2769123551
732	0.2767982252
733	0.2767801013
734	0.2767063436
735	0.2766652404
736	0.2765113518
737	0.2764804388
738	0.2763753884
739	0.2763521924
740	0.2763061912
741	0.2762508415
742	0.2761177159
743	0.2760097834
744	0.2759466255
745	0.2758440662
746	0.2758243545
747	0.2756602835
748	0.2755668999
749	0.2755215328
750	0.2754697662
751	0.2753930847
752	0.2752827588
753	0.2752298827
754	0.2750705038
755	0.2750240579
756	0.2749847009
757	0.2749130889
758	0.2747247849
759	0.2746888495
760	0.2746042906
761	0.2745732557
762	0.2745054881
763	0.2744708067
764	0.2744358604
765	0.2743701044
766	0.274302214
767	0.2742630427
768	0.2741490403
769	0.2741351151
770	0.2741000082
771	0.2740530142
772	0.2740428692
773	0.2739008098
774	0.2734472206
775	0.2733000559
776	0.2729649866
777	0.2729132849
778	0.2727435872
779	0.2726688423
780	0.2725388843
781	0.2724653207
782	0.2724421499
783	0.2724011039
784	0.2723117869
785	0.2721697005
786	0.2721337265
787	0.272103476
788	0.2719961236
789	0.271960856
790	0.2718924687
791	0.2718031666
792	0.2716948679
793	0.2716223116
794	0.2714689876
795	0.271378205
796	0.2710874926
797	0.2710689211
798	0.2708615788
799	0.2708498492
800	0.270749986
801	0.2706874157
802	0.2706167248
803	0.2704273993
804	0.2703285349
805	0.2700422401
806	0.2699982022
807	0.2699294239
808	0.269747716
809	0.2696587996
810	0.269572744
811	0.2695394626
812	0.2695352544
813	0.2692635002
814	0.2690011778
815	0.2688450582
816	0.268678271
817	0.2686418797
818	0.2683518292
819	0.2682831579
820	0.2680591391
821	0.2679904882
822	0.2674684985
823	0.2673835187
824	0.2673433519
825	0.2672769206
826	0.2672304229
827	0.2671262208
828	0.2671010139
829	0.2669531714
830	0.2669154376
831	0.2668104322
832	0.2666217393
833	0.2665533103
834	0.266400013
835	0.2660905566
836	0.2660456359
837	0.2658080709
838	0.2656242635
839	0.2654551089
840	0.2654452957
841	0.2652304112
842	0.2650388867
843	0.2648183855
844	0.2646564511
845	0.264615666
846	0.2644917954
847	0.2643424504
848	0.2642858211
849	0.2642095812
850	0.2640344942
851	0.2638794179
852	0.2637372334
853	0.2636286676
854	0.2634784105
855	0.2633727506
856	0.2632960936
857	0.2632405556
858	0.2631756169
859	0.2630023359
860	0.2629281327
861	0.2629009957
862	0.2628302328
863	0.262714351
864	0.2625305987
865	0.2624916784
866	0.2624465622
867	0.2623711349
868	0.2623455575
869	0.2622315494
870	0.2621701146
871	0.2618607113
872	0.2616288691
873	0.261572415
874	0.2615423034
875	0.2613583011
876	0.2611828023
877	0.261113254
878	0.2609364484
879	0.2609034132
880	0.2607681896
881	0.2607323548
882	0.2606525841
883	0.2605894651
884	0.2604154563
885	0.2603323575
886	0.2602672714
887	0.2599909426
888	0.2598703753
889	0.2598480128
890	0.2598336103
891	0.2596506422
892	0.259510584
893	0.259407536
894	0.2591822657
895	0.2591639318
896	0.259104304
897	0.2590532466
898	0.2589382114
899	0.2588827377
900	0.2587969022
901	0.2585229545
902	0.2584210522
903	0.2583761131
904	0.2583632895
905	0.258315411
906	0.2582334527
907	0.2581279589
908	0.2580468181
909	0.257969024
910	0.2578373915
911	0.2576620568
912	0.2576060777
913	0.2575114167
914	0.2573955535
915	0.2572655772
916	0.2570946266
917	0.2570745915
918	0.2570351895
919	0.2568229943
920	0.2567614412
921	0.2566705297
922	0.2566252065
923	0.2565012241
924	0.2564668231
925	0.2564095378
926	0.2562526098
927	0.2562119929
928	0.2560503208
929	0.2559287588
930	0.2558136473
931	0.2558017688
932	0.2555759844
933	0.2554136997
934	0.2553847234
935	0.2552239971
936	0.2551577981
937	0.2551209116
938	0.2550145685
939	0.2549548361
940	0.2548856161
941	0.2548211555
942	0.2546490309
943	0.2545745476
944	0.2545253297
945	0.2544904309
946	0.2544107611
947	0.2543592117
948	0.2542826795
949	0.2541970446
950	0.2541378069
951	0.2541208169
952	0.2539928681
953	0.253926726
954	0.2538675212
955	0.2537462731
956	0.253726805
957	0.2536687049
958	0.253481503
959	0.2533825071
960	0.2533326757
961	0.2532658651
962	0.2530877198
963	0.253037773
964	0.2529828361
965	0.2528965465
966	0.2528674491
967	0.2527461124
968	0.2527400775
969	0.2525494143
970	0.252450794
971	0.2524023867
972	0.2522203987
973	0.252136737
974	0.2521017193
975	0.2520405939
976	0.2520011272
977	0.2519205147
978	0.2518453904
979	0.2518107927
980	0.2518038534
981	0.2517674559
982	0.2517358601
983	0.2516562467
984	0.2515881094
985	0.251519684
986	0.2514349795
987	0.2513035768
988	0.2512787804
989	0.2511774837
990	0.2511529876
991	0.2510888022
992	0.2510410233
993	0.2509731832
994	0.2508515608
995	0.2507644012
996	0.2507130731
997	0.2506264312
998	0.2506133606
999	0.2505515853
1000	0.2503309792
1001	0.2502418163
1002	0.2500887962
1003	0.2500396466
1004	0.2500180362
1005	0.2498534906
1006	0.2498220464
1007	0.2497576157
1008	0.2495554184
1009	0.2494471453
1010	0.249403869
1011	0.249325774
1012	0.2492815791
1013	0.2492650265
1014	0.2491712411
1015	0.2490849421
1016	0.2489627858
1017	0.2489093047
1018	0.2488172394
1019	0.2486548505
1020	0.2485215287
1021	0.2485025948
1022	0.2484138078
1023	0.2483676998
1024	0.2482586999
1025	0.248209323
1026	0.2481280838
1027	0.2480420775
1028	0.2479785055
1029	0.2478112478
1030	0.2476767984
1031	0.2476091962
1032	0.2475776522
1033	0.247537677
1034	0.2473577195
1035	0.2473378443
1036	0.2472922044
1037	0.2472306103
1038	0.247171101
1039	0.2471381854
1040	0.2470462736
1041	0.2467349041
1042	0.2466699782
1043	0.2465809976
1044	0.2465378559
1045	0.2465010173
1046	0.246450663
1047	0.2464009508
1048	0.2463580654
1049	0.246237568
1050	0.2462310099
1051	0.2461916801
1052	0.2461402844
1053	0.2461027955
1054	0.2460673885
1055	0.2460440653
1056	0.2459327442
1057	0.2459287627
1058	0.2459206231
1059	0.2458791594
1060	0.2457483061
1061	0.2455732552
1062	0.245490976
1063	0.2454380808
1064	0.2453665454
1065	0.2453021108
1066	0.2449905808
1067	0.2448677092
1068	0.2448415455
1069	0.2447304836
1070	0.2446280687
1071	0.2445746479
1072	0.2444232776
1073	0.2442269535
1074	0.2442094004
1075	0.2440416268
1076	0.2439940227
1077	0.2438396119
1078	0.2437032685
1079	0.2436127832
1080	0.243498272
1081	0.2434196473
1082	0.2433719064
1083	0.2433322009
1084	0.243205838
1085	0.2431364718
1086	0.2430665956
1087	0.2430065513
1088	0.2428733985
1089	0.242795955
1090	0.2427359674
1091	0.2426776547
1092	0.2426172885
1093	0.2425065922
1094	0.2424714067
1095	0.242322854
1096	0.2421723954
1097	0.2420734337
1098	0.2419838723
1099	0.2419319224
1100	0.2418886599
1101	0.2418179122
1102	0.2418019103
1103	0.2417753718
1104	0.241734151
1105	0.2416773672
1106	0.2415634962
1107	0.2415343592
1108	0.2412638012
1109	0.2411528999
1110	0.2408869327
1111	0.2408562748
1112	0.2407569691
1113	0.2406977036
1114	0.2406651203
1115	0.2406284216
1116	0.2405895894
1117	0.2405507073
1118	0.2404476395
1119	0.2403623898
1120	0.2403368428
1121	0.2402707275
1122	0.2402356213
1123	0.2401852124
1124	0.2401608823
1125	0.2400615232
1126	0.2399444419
1127	0.2398727666
1128	0.2398156176
1129	0.239725293
1130	0.2396859487
1131	0.2396070992
1132	0.2395511284
1133	0.2394594582
1134	0.2394086113
1135	0.2393707965
1136	0.2393537654
1137	0.239216152
1138	0.2390453521
1139	0.2389497749
1140	0.2389168866
1141	0.2388222299
1142	0.2386865524
1143	0.2385701498
1144	0.2385394756
1145	0.2384919553
1146	0.2384629256
1147	0.2384006896
1148	0.2382304489
1149	0.238190816
1150	0.2380886491
1151	0.2380416782
1152	0.2379339363
1153	0.237743314
1154	0.2376865876
1155	0.237588339
1156	0.2374928968
1157	0.2374615287
1158	0.2374187054
1159	0.2373793701
1160	0.2373384295
1161	0.2372562646
1162	0.2370883693
1163	0.2370570563
1164	0.2370321191
1165	0.23690566
1166	0.2368774054
1167	0.2367965162
1168	0.2367804984
1169	0.236755384
1170	0.236734446
1171	0.236699334
1172	0.236622292
1173	0.2365984957
1174	0.2365849334
1175	0.2365555347
1176	0.2365365686
1177	0.2364454991
1178	0.2364395132
1179	0.2363448463
1180	0.2362612203
1181	0.2361933882
1182	0.2360383113
1183	0.2359886668
1184	0.2359579065
1185	0.2359273153
1186	0.2358588955
1187	0.2358363241
1188	0.2355454004
1189	0.2352498008
1190	0.2352399219
1191	0.2351684452
1192	0.2351548575
1193	0.235142958
1194	0.2350596172
1195	0.2350427008
1196	0.2349373294
1197	0.2349094608
1198	0.2348392182
1199	0.234829476
1200	0.2348258126
1201	0.2347734588
1202	0.2346286484
1203	0.2346010353
1204	0.2345611719
1205	0.234393572
1206	0.2343539675
1207	0.2342558888
1208	0.2341507925
1209	0.2340709119
1210	0.2340062189
1211	0.2339862451
1212	0.2339732493
1213	0.2339294428
1214	0.2338931769
1215	0.2337973653
1216	0.2337272201
1217	0.2336709692
1218	0.23353128
1219	0.2335112676
1220	0.2334335433
1221	0.2334028734
1222	0.2333686074
1223	0.233355668
1224	0.2332130453
1225	0.2331714809
1226	0.2331561567
1227	0.2330916779
1228	0.2330195219
1229	0.2327009933
1230	0.2326131469
1231	0.2325731317
1232	0.2324363323
1233	0.2324014523
1234	0.2323397342
1235	0.232318999
1236	0.2322920971
1237	0.2322713197
1238	0.2321325784
1239	0.2320509769
1240	0.231980773
1241	0.2319231705
1242	0.2318996782
1243	0.2318192534
1244	0.2318051847
1245	0.2316865158
1246	0.2316010656
1247	0.2314734685
1248	0.2314518842
1249	0.2313727727
1250	0.2312988842
1251	0.231090478
1252	0.2309712078
1253	0.2309014333
1254	0.2308788926
1255	0.2308438945
1256	0.2308384661
1257	0.2308056915
1258	0.2307424677
1259	0.230598153
1260	0.2305295183
1261	0.2303794984
1262	0.2303260274
1263	0.2302617597
1264	0.2301874547
1265	0.2300080447
1266	0.2299340937
1267	0.2298590825
1268	0.229838702
1269	0.2296868119
1270	0.2296536726
1271	0.2296182063
1272	0.229534996
1273	0.2294786517
1274	0.2293959249
1275	0.2292875217
1276	0.2291050062
1277	0.2290826948
1278	0.2289272405
1279	0.228835136
1280	0.2288073113
1281	0.2286725542
1282	0.2286513836
1283	0.2285680974
1284	0.2284683406
1285	0.2284329984
1286	0.2284199306
1287	0.2283451352
1288	0.2282195295
1289	0.2280416768
1290	0.2280230279
1291	0.2279599556
1292	0.2279503855
1293	0.2279087955
1294	0.2278697982
1295	0.2278154207
1296	0.2278046681
1297	0.2277941593
1298	0.2277773864
1299	0.2277522979
1300	0.2276309381
1301	0.2275467011
1302	0.2275371552
1303	0.2274565292
1304	0.2273620792
1305	0.2271967235
1306	0.2271530511
1307	0.227114134
1308	0.2271084382
1309	0.2270847594
1310	0.2270491641
1311	0.2270382335
1312	0.2269846694
1313	0.2269716813
1314	0.2269423546
1315	0.2269129502
1316	0.2268311235
1317	0.2267919385
1318	0.2267788386
1319	0.2267716988
1320	0.2267333654
1321	0.2267246439
1322	0.2267061161
1323	0.226683924
1324	0.226580626
1325	0.2265446967
1326	0.226396465
1327	0.2263201833
1328	0.2262972766
1329	0.2262267336
1330	0.2261786134
1331	0.2260911163
1332	0.2260535935
1333	0.2259627683
1334	0.2258171096
1335	0.225779934
1336	0.2257100102
1337	0.2256965314
1338	0.2255702697
1339	0.225553062
1340	0.2254556104
1341	0.225297115
1342	0.2252156219
1343	0.2251148522
1344	0.2250712646
1345	0.2250589155
1346	0.2250222879
1347	0.2249008275
1348	0.2247872767
1349	0.2246392897
1350	0.2245717424
1351	0.2245465046
1352	0.2245370284
1353	0.2244945862
1354	0.2243053275
1355	0.2242974299
1356	0.2242297831
1357	0.2242124616
1358	0.2241261906
1359	0.2240213338
1360	0.2239722242
1361	0.2239534632
1362	0.2239342247
1363	0.2238350709
1364	0.2237744247
1365	0.2237611913
1366	0.2237186331
1367	0.2236248038
1368	0.2235788768
1369	0.2235656133
1370	0.2235520275
1371	0.2235009599
1372	0.2234670887
1373	0.223386821
1374	0.2233262098
1375	0.2233128744
1376	0.2232192067
1377	0.2230484312
1378	0.2229971275
1379	0.2229579194
1380	0.2229535292
1381	0.2228743566
1382	0.2228690432
1383	0.2228357045
1384	0.2226645965
1385	0.2226274173
1386	0.2225484343
1387	0.2225291912
1388	0.2224786678
1389	0.2224269746
1390	0.222325817
1391	0.2223044917
1392	0.2222877213
1393	0.2222754702
1394	0.2221837042
1395	0.2221429728
1396	0.222114795
1397	0.2220020315
1398	0.2219689182
1399	0.2219436195
1400	0.2219106517
1401	0.2218829463
1402	0.2218306027
1403	0.2218095103
1404	0.2218034663
1405	0.2217781015
1406	0.2216991836
1407	0.2216275032
1408	0.2216181857
1409	0.2214785965
1410	0.2214517402
1411	0.2214016029
1412	0.2212926196
1413	0.221234274
1414	0.2211946985
1415	0.221181735
1416	0.2211535356
1417	0.2211172566
1418	0.2210850811
1419	0.2209636617
1420	0.2209523608
1421	0.2208319676
1422	0.220790467
1423	0.220768178
1424	0.2207267672
1425	0.2206821568
1426	0.2206434987
1427	0.2206095404
1428	0.2205675115
1429	0.2204908916
1430	0.2203948993
1431	0.2202357831
1432	0.220165725
1433	0.2201430424
1434	0.2201101763
1435	0.2200598317
1436	0.2199418526
1437	0.219846561
1438	0.219780852
1439	0.2197247039
1440	0.219673982
1441	0.2196447425
1442	0.2195573393
1443	0.2195350551
1444	0.2195296556
1445	0.2194869698
1446	0.2193318241
1447	0.2193053312
1448	0.219230716
1449	0.2192069289
1450	0.2190529543
1451	0.2190382613
1452	0.2188712854
1453	0.2188475844
1454	0.2187094915
1455	0.2186799987
1456	0.2186566769
1457	0.2185770848
1458	0.2185210701
1459	0.2184369456
1460	0.2184203886
1461	0.2182189722
1462	0.2181504337
1463	0.2181095477
1464	0.2180774697
1465	0.21802394
1466	0.2179944497
1467	0.2179836214
1468	0.2179588853
1469	0.2179123825
1470	0.2178392335
1471	0.2178093175
1472	0.217711741
1473	0.2176309272
1474	0.217569386
1475	0.2175609336
1476	0.2175212661
1477	0.2174961324
1478	0.2174512505
1479	0.2173321626
1480	0.2173205331
1481	0.2172346981
1482	0.2171521606
1483	0.2170575146
1484	0.2169832759
1485	0.216918317
1486	0.2168540746
1487	0.2168224736
1488	0.2167998121
1489	0.2166016458
1490	0.2165612971
1491	0.2164270704
1492	0.2164072696
1493	0.2163584756
1494	0.2162675472
1495	0.2162553227
1496	0.2161481963
1497	0.2161393498
1498	0.2161303205
1499	0.2160744672
